28,0,0,2023-10-20 00:00:07.157789,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
28,2,0,2023-10-20 00:00:07.605727,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
28,4,0,2023-10-20 00:00:08.181726,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
29,5,0,2023-10-20 00:00:08.493644,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
38,5,0,2023-10-20 00:00:09.621896,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
38,4,0,2023-10-20 00:00:09.909917,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
38,7,0,2023-10-20 00:00:10.485346,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
38,9,0,2023-10-20 00:00:10.981560,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
38,11,0,2023-10-20 00:00:11.477884,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
38,2,0,2023-10-20 00:00:12.189895,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
29,0,0,2023-10-20 00:00:12.781739,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
29,2,0,2023-10-20 00:00:13.374001,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
29,4,0,2023-10-20 00:00:13.989943,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
29,5,0,2023-10-20 00:00:14.381946,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
74,7,0,2023-10-20 00:00:15.086319,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
74,9,0,2023-10-20 00:00:15.613946,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
74,11,0,2023-10-20 00:00:16.093528,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
74,5,0,2023-10-20 00:00:16.917993,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
74,4,0,2023-10-20 00:00:17.254406,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
74,2,0,2023-10-20 00:00:17.837997,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
64,0,0,2023-10-20 00:00:18.437797,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
64,2,0,2023-10-20 00:00:18.877685,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
64,4,0,2023-10-20 00:00:19.350048,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
71,5,0,2023-10-20 00:00:19.693729,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
71,7,0,2023-10-20 00:00:20.598603,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
71,9,0,2023-10-20 00:00:21.094646,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
71,11,0,2023-10-20 00:00:21.597562,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
71,0,0,2023-10-20 00:00:22.381644,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
71,2,0,2023-10-20 00:00:22.814945,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
71,4,0,2023-10-20 00:00:23.221322,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
71,6,0,2023-10-20 00:00:23.550354,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
71,5,0,2023-10-20 00:00:23.965633,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
71,7,0,2023-10-20 00:00:24.422619,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
71,9,0,2023-10-20 00:00:25.141847,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
71,11,0,2023-10-20 00:00:25.677933,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
